L,seed,extrm_eigval
23,16,-10.395140938451059
23,17,10.431213117440532
23,18,-10.423325503288355
23,19,-10.429062403473223
23,20,10.425004657479231
23,21,-10.403021228486404
23,22,10.432862924686997
23,23,-10.427314948989384
23,24,10.461709426413975
23,25,10.443273410066505
23,26,10.406491485828418
23,27,10.44285484895512
23,28,10.386146690926179
23,29,-10.455665569068165
23,30,10.44376810873724
23,31,-10.448715329088024
23,32,-10.45581492170757
23,33,-10.414982546770098
23,34,10.444805018641215
23,35,-10.423431159568723
23,36,10.431745855198761
23,37,10.438250783726337
23,38,-10.43414683736522
23,39,10.40588591239448
23,40,10.43005635320478
23,41,-10.45499988050772
23,42,10.472504170595808
23,43,10.395465640046648
23,44,-10.443037108318228
23,45,10.428066444869675
23,46,10.444648728315864
23,47,10.434325078732195
23,48,10.436312371691752
23,49,-10.393094554023843
23,50,10.469153760138752
23,51,10.417213477606902
23,52,10.452577528747735
23,53,10.434915822217521
23,54,10.430031395564521
23,55,10.439787928697362
23,56,10.432987168176489
23,57,10.424562061786592
23,58,10.414639307193744
23,59,-10.417759063312308
23,60,10.418087517059973
23,61,-10.41511732301142
23,62,10.424604874197223
23,63,-10.416806379139521
23,64,10.437670078970035
23,65,-10.452196001637532
23,66,10.478689336742804
23,67,10.441590606341935
23,68,10.430100189228893
23,69,-10.409795532021263
23,70,10.456271662199013
23,71,10.441848947674652
23,72,-10.456025924677597
23,73,-10.441889425361472
23,74,10.441496137643286
23,75,-10.47006709713936
23,76,-10.435763624016676
23,77,-10.430800987332109
23,78,-10.437144485419505
23,79,10.470491410695386
23,80,10.432759610805212
23,81,10.466493521009687
23,82,10.486790056753852
23,83,-10.4235869974265
23,84,10.435081410443123
23,85,10.44085431956637
23,86,10.45245584956858
23,87,10.445387597516623
23,88,-10.451890090399253
23,89,10.413350796589722
23,90,10.408362391647248
23,91,10.401002117435818
23,92,10.476488491777904
23,93,10.435773573037567
23,94,10.44775184362772
23,95,-10.441205655945575
23,96,-10.410624793781418
23,97,-10.431110486740652
23,98,10.415666350849063
23,99,-10.415666277664819
24,0,10.617840232815771
24,1,-10.581763898077048
24,2,10.596493686617858
24,3,-10.579283737745024
24,4,10.583019677065316
24,5,-10.616903123940915
24,6,-10.593512498404392
24,7,10.577738132544072
24,8,10.59452090780778
24,9,10.61402933383087
24,10,-10.621581639053002
24,11,-10.578141684293112
24,12,-10.604617365751311
24,13,10.604899651654607
24,14,-10.596539518572396
24,15,10.59040767404445
24,16,-10.567041591775526
24,17,-10.587094036794712
24,18,10.597587653667318
24,19,-10.591671855918218
24,20,10.598670787568294
24,21,-10.58129031667025
24,22,-10.60480120247408
24,23,10.593073954156118
24,24,10.62380666709494
24,25,-10.596560353759525
24,26,10.569408387092096
24,27,-10.600153334931338
24,28,-10.560514438920936
24,29,-10.602016950342625
24,30,10.587518206278459
24,31,10.601479470963014
24,32,-10.60553548101086
24,33,10.57927545675186
24,34,-10.609420003279686
24,35,-10.586540084935061
24,36,10.580882501000305
24,37,10.588416735819402
24,38,10.585878445294137
24,39,-10.562442796757168
24,40,PLACEHOLDER
24,41,-10.602977933615614
24,42,-10.617764967034027
24,43,PLACEHOLDER
24,44,PLACEHOLDER
24,45,PLACEHOLDER
24,46,PLACEHOLDER
24,47,10.603915727470461
24,48,PLACEHOLDER
24,49,PLACEHOLDER
24,50,PLACEHOLDER
24,51,PLACEHOLDER
24,52,10.58627529900203
24,53,PLACEHOLDER
24,54,-10.600630711122989
24,55,PLACEHOLDER
24,56,10.573207085173044
24,57,PLACEHOLDER
24,58,PLACEHOLDER
24,59,PLACEHOLDER
24,60,PLACEHOLDER
24,61,PLACEHOLDER
24,62,-10.591530181918243
24,63,PLACEHOLDER
24,64,PLACEHOLDER
24,65,10.587123512729228
24,66,PLACEHOLDER
24,67,PLACEHOLDER
24,68,PLACEHOLDER
24,69,-10.57927461372768
24,70,-10.61895851817691
24,71,PLACEHOLDER
24,72,PLACEHOLDER
24,73,PLACEHOLDER
24,74,PLACEHOLDER
24,75,PLACEHOLDER
24,76,-10.585531182672641
24,77,PLACEHOLDER
24,78,PLACEHOLDER
24,79,PLACEHOLDER
24,80,PLACEHOLDER
24,81,PLACEHOLDER
24,82,-10.634837361916649
24,83,10.582754304930585
24,84,PLACEHOLDER
24,85,PLACEHOLDER
24,86,PLACEHOLDER
24,87,PLACEHOLDER
24,88,PLACEHOLDER
24,89,-10.565298457019168
24,90,PLACEHOLDER
24,91,PLACEHOLDER
24,92,PLACEHOLDER
24,93,PLACEHOLDER
24,94,PLACEHOLDER
24,95,PLACEHOLDER
24,96,PLACEHOLDER
24,97,PLACEHOLDER
24,98,PLACEHOLDER
24,99,10.580099295436884
26,0,10.915191782428103
26,1,10.890366000806273
26,2,10.901820440530868
26,3,-10.897469567529653
26,4,-10.896638115472388
26,5,-10.907523683764627
26,6,-10.913087697986475
26,7,-10.884875933032305
26,8,10.913592812659424
26,9,10.917344854141449
26,10,-10.918625243717779
26,11,-10.890588004701309
26,12,-10.91010795365641
26,13,10.926931565638379
26,14,-10.90508783240002
26,15,-10.891785647607117
26,16,10.881679096846296
26,17,10.914583324679917
26,18,10.89487740094094
26,19,10.900442003295783
26,20,PLACEHOLDER
26,21,PLACEHOLDER
26,22,PLACEHOLDER
26,23,PLACEHOLDER
26,24,PLACEHOLDER
26,25,PLACEHOLDER
26,26,PLACEHOLDER
26,27,PLACEHOLDER
26,28,PLACEHOLDER
26,29,PLACEHOLDER
26,30,PLACEHOLDER
26,31,PLACEHOLDER
26,32,PLACEHOLDER
26,33,PLACEHOLDER
26,34,PLACEHOLDER
26,35,PLACEHOLDER
26,36,PLACEHOLDER
26,37,PLACEHOLDER
26,38,PLACEHOLDER
26,39,PLACEHOLDER
26,40,PLACEHOLDER
26,41,PLACEHOLDER
26,42,PLACEHOLDER
26,43,PLACEHOLDER
26,44,PLACEHOLDER
26,45,PLACEHOLDER
26,46,PLACEHOLDER
26,47,PLACEHOLDER
26,48,PLACEHOLDER
26,49,PLACEHOLDER
26,50,PLACEHOLDER
26,51,PLACEHOLDER
26,52,PLACEHOLDER
26,53,PLACEHOLDER
26,54,PLACEHOLDER
26,55,PLACEHOLDER
26,56,PLACEHOLDER
26,57,PLACEHOLDER
26,58,PLACEHOLDER
26,59,PLACEHOLDER
26,60,PLACEHOLDER
26,61,PLACEHOLDER
26,62,PLACEHOLDER
26,63,PLACEHOLDER
26,64,PLACEHOLDER
26,65,PLACEHOLDER
26,66,PLACEHOLDER
26,67,PLACEHOLDER
26,68,PLACEHOLDER
26,69,PLACEHOLDER
26,70,PLACEHOLDER
26,71,PLACEHOLDER
26,72,PLACEHOLDER
26,73,PLACEHOLDER
26,74,PLACEHOLDER
26,75,PLACEHOLDER
26,76,PLACEHOLDER
26,77,PLACEHOLDER
26,78,PLACEHOLDER
26,79,PLACEHOLDER
26,80,PLACEHOLDER
26,81,PLACEHOLDER
26,82,PLACEHOLDER
26,83,PLACEHOLDER
26,84,PLACEHOLDER
26,85,PLACEHOLDER
26,86,PLACEHOLDER
26,87,PLACEHOLDER
26,88,PLACEHOLDER
26,89,PLACEHOLDER
26,90,PLACEHOLDER
26,91,PLACEHOLDER
26,92,PLACEHOLDER
26,93,PLACEHOLDER
26,94,PLACEHOLDER
26,95,PLACEHOLDER
26,96,PLACEHOLDER
26,97,PLACEHOLDER
26,98,PLACEHOLDER
26,99,PLACEHOLDER
