L,seed,extrm_eigval
14,63,-8.826137639870218
14,64,8.935958377835188
14,65,-8.858465673397081
14,66,8.934116806557405
14,67,-8.819196471424261
14,68,-8.96459679350274
14,69,8.852689303032296
14,70,8.812339220586942
14,71,8.900512955034294
14,72,-8.886942196881675
14,73,-8.941907064182997
14,74,8.871856560678511
14,75,-8.89670815626789
14,76,8.867159368431233
14,77,-8.829206338197613
14,78,-8.93290524834416
14,79,8.923512663047253
14,80,-8.891039029033747
14,81,8.929701466936722
14,82,-8.898690586051918
14,83,-8.857452727811692
14,84,-8.840122752300553
14,85,-8.981056547014134
14,86,8.927649033691887
14,87,-8.797828795372139
14,88,8.934801551961527
14,89,-8.821844915669027
14,90,-8.842979124928354
14,91,8.858827439789332
14,92,8.910943239320076
14,93,-8.894296970356498
14,94,8.879370189059092
14,95,8.874282620029083
14,96,8.826500613209914
14,97,8.947757096065246
14,98,8.924683395075144
14,99,-8.876015781649578
15,0,9.012315420368687
15,1,9.045833725440431
15,2,9.09058357296977
15,3,-9.041252868115334
15,4,-9.094336875090294
15,5,9.092781768600439
15,6,-9.096717772111688
15,7,9.055973510346206
15,8,-9.099251545538907
15,9,-9.05394888009479
15,10,9.137865519012694
15,11,9.103952474115678
15,12,9.113058322224816
15,13,-9.09901430893041
15,14,9.05609628845437
15,15,9.11638252822583
15,16,9.020644964229648
15,17,9.085106836250109
15,18,9.07481154856547
15,19,9.083329042844962
15,20,9.142250904032933
15,21,-9.089984604632848
15,22,9.027038131471322
15,23,-9.04808242954942
15,24,-9.170069123977843
15,25,9.060666937923184
15,26,9.058205004620216
15,27,9.068228225749166
15,28,-9.028752597221905
15,29,-9.011228182493383
15,30,-9.007765523084418
15,31,-9.108401811259618
15,32,-9.109854846143492
15,33,-8.989819574254854
15,34,-9.16077802791225
15,35,-8.976948141916973
15,36,9.02390493244467
15,37,-9.177409029482776
15,38,-9.099366051577288
15,39,-9.025105384351805
15,40,-9.186022870730433
15,41,-9.098863684873537
15,42,9.14495475935898
15,43,-9.115944067187746
15,44,-9.131353835602916
15,45,-9.130640575397477
15,46,-9.064129483230083
15,47,-9.112500607492347
15,48,9.072137620330905
15,49,9.09135760422552
15,50,-9.032858135577609
15,51,-9.014710676026302
15,52,9.028344936782092
15,53,-9.057513464793482
15,54,9.121888674554173
15,55,9.120588204793217
15,56,9.108896623115998
15,57,-9.055937493491474
15,58,-9.111732037502382
15,59,9.035140694206707
15,60,-9.019100131868832
15,61,-9.043261444129387
15,62,-8.968817678664696
15,63,-9.059451199116264
15,64,9.153269878758955
15,65,9.051657543008336
15,66,9.092716804742421
15,67,-9.063482908908751
15,68,-9.110725355845327
15,69,-9.11467025998311
15,70,9.051518033978985
15,71,9.135781393761917
15,72,9.103925954897631
15,73,9.098678112862848
15,74,-9.105365796189622
15,75,9.077068817432268
15,76,9.035321951114959
15,77,-9.03096524869287
15,78,9.129218322966635
15,79,-9.083963292791031
15,80,9.110953139659722
15,81,9.148722036106358
15,82,9.148716463980797
15,83,9.091446014822797
15,84,8.98515882557797
15,85,9.147490322267233
15,86,-9.102691166552823
15,87,9.057398549714645
15,88,9.085745635305365
15,89,-9.02697410162192
15,90,-9.048928165555292
15,91,-9.057571511234118
15,92,9.071795473247128
15,93,9.111966632678552
15,94,9.08147498327216
15,95,-9.089321743727238
15,96,-9.063644330391112
15,97,-9.077833536591424
15,98,-9.06810511623162
15,99,8.99810502937902
16,0,-9.246046402670789
16,1,9.215220560998546
16,2,9.260048114377485
16,3,-9.235412049706921
16,4,9.300584829226327
16,5,9.287780627542881
16,6,9.273322149035373
16,7,-9.232145355230122
16,8,-9.220789816527104
16,9,9.29658255673677
16,10,-9.311595064307022
16,11,-9.261726714731523
16,12,9.25711193802434
16,13,9.309708414564854
16,14,9.264499353381707
16,15,-9.3103641048271
16,16,9.188288496021642
16,17,9.312235292450346
16,18,9.230766561616775
16,19,9.265723841146798
16,20,-9.313245903813403
16,21,-9.220200791020133
16,22,-9.208871545813956
16,23,-9.22451167965641
16,24,-9.35181773267646
16,25,9.211152464463238
16,26,9.227530485578937
16,27,9.27105714511637
16,28,9.251796221526773
16,29,-9.237195908228696
16,30,9.190093622433183
16,31,-9.29320214831869
16,32,9.288224064861566
16,33,9.175642075459884
16,34,9.261943348026916
16,35,-9.182427070675866
16,36,-9.248671792873335
16,37,9.304326181951664
16,38,9.315260115586828
16,39,-9.182963825569827
16,40,9.273005273594473
16,41,9.283946400243185
16,42,-9.327488245712434
16,43,-9.26523973417844
16,44,9.310371746322991
16,45,-9.227701863479474
16,46,-9.236915385510923
16,47,-9.281058855292686
16,48,-9.36757991596519
16,49,9.210016279263156
16,50,-9.22830518572036
16,51,9.223320398847994
16,52,9.209622422035743
16,53,-9.25509728688591
16,54,-9.31786114581858
16,55,-9.34573472133072
16,56,9.295763848099803
16,57,-9.264674094371262
16,58,9.303728751989652
16,59,9.179158371454864
16,60,9.219648847377933
16,61,-9.221427125216339
16,62,-9.169374173887753
16,63,9.237432408980018
16,64,-9.27866380861524
16,65,-9.254435309079662
16,66,9.315126108671535
16,67,9.211714314921405
16,68,9.28833048903908
16,69,9.278156616839507
16,70,-9.293914868812061
16,71,9.272041582017277
16,72,9.307918606712654
16,73,-9.241768242321198
16,74,-9.333636960333827
16,75,9.284529540772642
16,76,-9.260593390862603
16,77,-9.232450583920265
16,78,-9.336469115533207
16,79,-9.338689787500487
16,80,9.273155743896396
16,81,-9.312393105334206
16,82,-9.309473486835591
16,83,-9.30836762261794
16,84,9.20520656607636
16,85,9.263100529072666
16,86,9.313066523337081
16,87,9.249236785202726
16,88,9.331240516154184
16,89,-9.183314006847537
16,90,9.211675306560782
16,91,-9.247246431355903
16,92,9.27962345935023
16,93,9.312758478831244
16,94,9.301528955874236
16,95,9.237862682940095
16,96,-9.261160558265267
16,97,-9.296926107830483
16,98,9.319418321254933
16,99,9.27582247936115
17,0,-9.435045223382007
17,1,-9.380474780979537
17,2,9.402155442209878
17,3,-9.389429998994963
17,4,9.443185306065855
17,5,9.45820970382948
17,6,-9.500544082141799
17,7,-9.436873504338402
17,8,-9.402948493821276
17,9,9.450154768581507
17,10,-9.493711282246085
17,11,-9.42738779667414
17,12,9.419700866116258
17,13,9.448129786610954
17,14,9.459037275354634
17,15,9.445225449682344
17,16,9.374911870365963
17,17,-9.467952346755748
17,18,9.415820460175704
17,19,-9.4386241659711
17,20,-9.424263810994544
17,21,9.454395920080048
17,22,-9.421690081717099
17,23,-9.40780545122059
17,24,-9.489885431340733
17,25,9.425896984962826
17,26,9.406292811271747
17,27,9.406533980582076
17,28,-9.386339041696436
17,29,9.423664396990175
17,30,-9.393397622835971
17,31,9.463132442617287
17,32,9.468702212897893
17,33,9.331295477304655
17,34,9.420901161329061
17,35,9.363305908934409
17,36,9.409831553535216
17,37,-9.429744390840664
17,38,-9.500939693074454
17,39,-9.377207350408963
17,40,9.460878754489649
17,41,9.424482993803915
17,42,-9.458153245785727
17,43,-9.452339786885059
17,44,-9.47131003266302
17,45,9.453387596920859
17,46,9.41117907582455
17,47,-9.38636937502763
17,48,9.515803930949913
17,49,9.38667028759664
17,50,-9.428355354904395
17,51,-9.39580805763752
17,52,9.408025295418458
17,53,9.421456004689464
17,54,-9.457704630987813
17,55,-9.463155302449708
17,56,-9.41369187297036
17,57,-9.413765707882746
17,58,9.482929444250562
17,59,-9.40075679759719
17,60,9.387241320558685
17,61,-9.4661050407645
17,62,-9.381896910154245
17,63,-9.436944630004035
17,64,-9.440658530968618
17,65,9.445668295940264
17,66,9.47847820683619
17,67,9.4206245730872
17,68,9.463396057241715
17,69,-9.438190350467487
17,70,-9.478321192148009
17,71,-9.45466693731762
17,72,-9.441324235948606
17,73,9.452987517972677
17,74,-9.44695734102883
17,75,-9.45822118948311
17,76,-9.425797363744584
17,77,-9.396742679804305
17,78,-9.469446415528802
17,79,9.452556892066825
17,80,-9.45245446203039
17,81,-9.441920171998552
17,82,-9.47650730509814
17,83,9.46661514802936
17,84,-9.425162780630304
17,85,-9.46451473798769
17,86,9.431498230410066
17,87,9.414005616259637
17,88,9.438744187024074
17,89,-9.365443685408106
17,90,9.39798429354875
17,91,9.393756932209502
17,92,-9.441934281813621
17,93,9.431807688015581
17,94,9.481242133258778
17,95,9.419520855653543
17,96,-9.406269988752484
17,97,9.44599236311726
17,98,9.46016640422387
17,99,-9.355558291572498
18,0,-9.59326988648671
18,1,-9.566489871042789
18,2,-9.631073140555468
18,3,-9.572778526611856
18,4,-9.6170651432966
18,5,9.572992723580155
18,6,9.610314498647064
18,7,-9.574312834029339
18,8,9.578919648087828
18,9,-9.630977314801182
18,10,9.646593603829155
18,11,9.594387476841812
18,12,-9.589088182497202
18,13,-9.6062084500974
18,14,9.602523481143875
18,15,9.633508007802497
18,16,9.575358932267568
18,17,9.658132931468595
18,18,-9.582322406748524
18,19,-9.57690262632026
18,20,-9.591869364053853
18,21,-9.550771841163389
18,22,-9.588353345677634
18,23,9.603890641242861
18,24,-9.66343727183666
18,25,9.562856543514943
18,26,9.57651862813329
18,27,-9.59716152520794
18,28,9.549684781392035
18,29,9.605340647488932
18,30,9.579990206472177
18,31,-9.64501663980204
18,32,9.626058228787818
18,33,9.527178314150751
18,34,9.614373202422055
18,35,-9.585004080962017
18,36,-9.549797531797125
18,37,-9.601436798866084
18,38,9.6671583482764
18,39,9.581417614987089
18,40,-9.615795286556429
18,41,9.60075898531932
18,42,9.61230708035773
18,43,9.587407248951534
18,44,9.636494780868395
18,45,9.61507429564866
18,46,-9.574239882163448
18,47,-9.557336678329984
18,48,-9.65675676764957
18,49,9.570403608293194
18,50,9.669319298663057
18,51,-9.588202455232496
18,52,9.620887559270903
18,53,-9.583611314301733
18,54,9.622619222237653
18,55,9.652605587726216
18,56,-9.569754402659116
18,57,9.59700793821329
18,58,-9.68837042794886
18,59,9.562593787027161
18,60,-9.595246922521714
18,61,9.602138652235933
18,62,-9.564049866421682
18,63,-9.578218044442375
18,64,-9.584457463544942
18,65,9.647859931168137
18,66,9.627743560747257
18,67,9.565219086663225
18,68,-9.6479829317453
18,69,-9.613826810395558
18,70,9.617970848370186
18,71,-9.632470323034424
18,72,-9.648282528849215
18,73,-9.617315311957713
18,74,-9.62469927286997
18,75,-9.635845049138615
18,76,9.589101578399578
18,77,9.58761857202769
18,78,-9.629126846308257
18,79,-9.614119363258391
18,80,-9.611881417037068
18,81,9.647459236726538
18,82,9.666740446871712
18,83,-9.639761373859198
18,84,9.553922130087741
18,85,-9.645452323071641
18,86,-9.618360220984203
18,87,9.59257361082679
18,88,-9.601898431914515
18,89,-9.540363965485108
18,90,9.569169245653113
18,91,9.557455488705974
18,92,-9.614086378860943
18,93,-9.613039885318463
18,94,-9.614717042301416
18,95,-9.635348131727174
18,96,-9.603160542600477
18,97,-9.60397907851579
18,98,9.614747785439189
18,99,-9.573154051637454
19,0,-9.772310663147106
19,1,9.74986647863221
19,2,9.748432204830213
19,3,-9.774371554806388
19,4,-9.76516247312194
19,5,-9.748159391646222
19,6,9.805727988600871
19,7,-9.767939519715458
19,8,9.77216026278717
19,9,-9.803576368587432
19,10,-9.811902323723906
19,11,9.77700212161272
19,12,-9.790872869326295
19,13,9.791552695138778
19,14,9.76035685044106
19,15,-9.777135043994154
19,16,9.716940239884257
19,17,-9.793440489468141
19,18,-9.777203058699088
19,19,9.754198826419612
19,20,-9.760837378312113
19,21,-9.742186158002214
19,22,-9.808877418392642
19,23,-9.759964758400013
19,24,-9.781442721464273
19,25,9.754834822468244
19,26,-9.746909201612995
19,27,-9.771891850315084
19,28,9.738751732407437
19,29,9.775395306671552
19,30,-9.751828660064307
19,31,-9.786958409988992
19,32,-9.803813122546043
19,33,-9.724309246726685
19,34,-9.78230954405891
19,35,9.77283738027377
19,36,9.742246926608981
19,37,-9.79122798296725
19,38,9.826910863999691
19,39,-9.731231605317076
19,40,-9.761945406048925
19,41,9.78267230133939
19,42,-9.809620870992227
19,43,9.731985103955605
19,44,-9.810008312934356
19,45,9.780071202177915
19,46,-9.773375976262146
19,47,-9.748847050448973
19,48,-9.830944957828619
19,49,-9.735399307746409
19,50,-9.825076837428723
19,51,-9.753700391818061
19,52,-9.75183551319982
19,53,9.746859886051684
19,54,-9.779309687854974
19,55,9.83279266157138
19,56,-9.75347678666034
19,57,-9.749042282480296
19,58,9.78804266203511
19,59,9.72399000285444
19,60,-9.75641133075334
19,61,9.756839966533292
19,62,-9.74000252242821
19,63,-9.791238344515623
19,64,-9.805379859027402
19,65,-9.801236179319128
19,66,9.787877010594816
19,67,9.741281687531636
19,68,9.811126092533161
19,69,-9.802553771333212
19,70,9.814779148332192
19,71,9.827844954940288
19,72,9.831137599406121
19,73,9.781859515098372
19,74,-9.809951710843022
19,75,9.78932883510772
19,76,-9.772657055581586
19,77,-9.781905301576888
19,78,-9.807067654887677
19,79,-9.800723480434666
19,80,9.799000242601819
19,81,9.767067431465534
19,82,9.852384000437063
19,83,-9.789703456330255
19,84,-9.711105882748777
19,85,-9.78771267953478
19,86,9.790278104834375
19,87,9.795768850013914
19,88,-9.766654485257225
19,89,9.728486271253477
19,90,9.779545808117685
19,91,9.710436063431926
19,92,-9.813379388841179
19,93,-9.773835882412202
19,94,-9.792554974497431
19,95,9.784875186873512
19,96,-9.731950682109792
19,97,-9.746555000708021
19,98,-9.797453383162457
19,99,-9.75894716082846
20,0,9.95030861354729
20,1,9.902833083552133
20,2,-9.948344774704717
20,3,9.95600751453135
20,4,9.937450919833974
20,5,-9.934082058614367
20,6,-9.94056976238453
20,7,-9.955377823761685
20,8,9.934178427176745
20,9,-9.960185230999024
20,10,-9.995079962531323
20,11,-9.955733454161209
20,12,9.939306231321428
20,13,9.958641657973468
20,14,9.956293879679539
20,15,9.943498865078439
20,16,9.925416348850257
20,17,9.976011483979915
20,18,9.949799368513931
20,19,9.971052043915929
20,20,9.931905214185925
20,21,9.954643292820172
20,22,-9.93947373310986
20,23,-9.940371553035689
20,24,9.968335027097194
20,25,9.92926674839046
20,26,9.934154718349582
20,27,9.9368919636441
20,28,9.880337840144263
20,29,9.925478115779509
20,30,-9.952299966378053
20,31,-9.965983950906898
20,32,-9.997960360891414
20,33,9.917285688376
20,34,-9.973486615360526
20,35,-9.940636823922807
20,36,9.93531252940375
20,37,9.96417960575294
20,38,-9.978020369351691
20,39,9.900731900374382
20,40,-9.937962471611057
20,41,-9.97633270348302
20,42,9.997992991147326
20,43,-9.926233579628434
20,44,9.964817726292653
20,45,9.976535027956306
20,46,-9.956987391434778
20,47,-9.910208989940005
20,48,9.986432797799509
20,49,-9.889955671092732
20,50,9.974771946655833
20,51,9.922952641972628
20,52,-9.941826756034397
20,53,-9.928289879690032
20,54,9.960692049333144
20,55,-9.987800521162828
20,56,-9.950982625788225
20,57,9.937010962366042
20,58,9.955605922254701
20,59,9.919617393864954
20,60,-9.913450318530376
20,61,9.922949985676487
20,62,9.917749384111648
20,63,9.946613817466096
20,64,-9.968270528478927
20,65,9.954384263512967
20,66,9.979089781198448
20,67,9.924409926031888
20,68,-9.968217157805784
20,69,9.942543156333363
20,70,-9.987209121227227
20,71,10.015643518623753
20,72,9.979906044066427
20,73,9.977088890127053
20,74,-9.95465059400543
20,75,-9.97466312649341
20,76,9.948520119916383
20,77,9.912886013164618
20,78,9.95217131833984
20,79,9.980935148280581
20,80,-9.998497513203215
20,81,9.972072552535126
20,82,9.98983363081791
20,83,9.933248708227495
20,84,-9.896866532299354
20,85,-9.96722432587289
20,86,10.000480153309415
20,87,9.938915621722822
20,88,9.965364849083214
20,89,9.918460598821147
20,90,-9.937548731866771
20,91,-9.905152088529805
20,92,-9.970216364496915
20,93,-9.936493871994958
20,94,9.958305996055005
20,95,9.974322678141569
20,96,9.92721388338718
20,97,-9.93247217698868
20,98,9.9378630448088
20,99,-9.950959641375691
21,0,10.129804145750203
21,1,10.120588174658906
21,2,10.092887887529052
21,3,-10.09310508227705
21,4,-10.095113156520952
21,5,10.107544247613326
21,6,-10.10169813518365
21,7,10.077195444825904
21,8,-10.112821508554772
21,9,-10.136579862752471
21,10,10.151908983452829
21,11,-10.116510343771695
21,12,-10.084101527790118
21,13,10.119033110091207
21,14,-10.11565320226262
21,15,10.099824157475961
21,16,-10.070317389560042
21,17,-10.152481876807107
21,18,10.080335317442264
21,19,-10.116120039265644
21,20,-10.093273913691698
21,21,10.079310672429955
21,22,10.108016694049107
21,23,-10.100689114881407
21,24,10.13327776506088
21,25,10.094588344275905
21,26,10.069895683213021
21,27,10.10789900635418
21,28,10.0611735978106
21,29,10.093698980919369
21,30,10.08754785074823
21,31,-10.114340047325486
21,32,10.139273171462548
21,33,-10.097495779587728
21,34,-10.13252049488628
21,35,-10.09627578947022
21,36,-10.098054755799575
21,37,10.109317148334215
21,38,10.15176307316724
21,39,10.085402394645735
21,40,-10.097928673638775
21,41,10.125883579444336
21,42,10.142442875752653
21,43,10.070411511757177
21,44,-10.143220932205882
21,45,10.135678188102672
21,46,10.123011599997735
21,47,10.100526888060543
21,48,10.133220556970132
21,49,-10.054643991865593
21,50,10.140486209558674
21,51,10.110038798926897
21,52,-10.108790905207742
21,53,10.131038474125791
21,54,10.118968285191233
21,55,10.136306342151089
21,56,-10.113941488831086
21,57,10.10044675520011
21,58,-10.105478754605542
21,59,-10.091339343541238
21,60,-10.073560483980723
21,61,10.092224326140299
21,62,-10.08995236752253
21,63,10.123165369249694
21,64,10.126920741869405
21,65,-10.114168943199413
21,66,-10.134308258903127
21,67,10.081505657018194
21,68,10.117881388963497
21,69,-10.102021917572287
21,70,-10.144860755568315
21,71,-10.147924091490063
21,72,-10.144322031194061
21,73,-10.123167417036925
21,74,10.139682658493603
21,75,-10.129817887036449
21,76,-10.096227027098578
21,77,10.090998768123303
21,78,-10.120274314032592
21,79,10.145697641576044
21,80,-10.149458777117648
21,81,-10.148287291756166
21,82,10.170463218261348
21,83,-10.10234917570684
21,84,10.096137921560052
21,85,10.117552510934287
21,86,-10.135062087529521
21,87,10.114192755350722
21,88,10.137725706150471
21,89,-10.071939854940814
21,90,-10.150075536287687
21,91,-10.052836578059564
21,92,-10.139548149345503
21,93,10.093372602040953
21,94,10.106235204071206
21,95,10.128631213948903
21,96,10.08469815825149
21,97,10.101439802352248
21,98,-10.114996910816595
21,99,-10.094597349431691
22,0,10.275449596017308
22,1,-10.25898465615376
22,2,-10.288597634135368
22,3,-10.279424868302726
22,4,-10.260007579131619
22,5,-10.279570077974181
22,6,10.263424648543298
22,7,10.260807702890554
22,8,10.291430990359444
22,9,-10.295239430963647
22,10,10.311518244463125
22,11,-10.288848663388418
22,12,-10.25888827228817
22,13,10.295850121166612
22,14,10.253939555606676
22,15,10.262509288923715
22,16,-10.256354169175351
22,17,-10.292953138605473
22,18,-10.263041396837068
22,19,-10.251573977946228
22,20,10.268876593249688
22,21,-10.268354600582962
22,22,10.291528502159563
22,23,-10.258293226656095
22,24,10.31426049373433
22,25,10.263565515048581
22,26,10.246711378015531
22,27,10.278889794407126
22,28,-10.233039980427908
22,29,10.274719337603978
22,30,-10.275032163701514
22,31,-10.290231692274245
22,32,10.309423914276241
22,33,-10.23933878160756
22,34,-10.302012686136871
22,35,-10.25306704435642
22,36,-10.258209943429241
22,37,10.280287445220816
22,38,10.289131054867262
22,39,10.223022409378114
22,40,10.262009502664927
22,41,10.288110924268786
22,42,-10.323873705739594
22,43,10.24759795203455
22,44,10.2715729630726
22,45,10.298794176092784
22,46,10.277075787728707
22,47,10.272339070287885
22,48,10.285489608101956
22,49,10.237233085063933
22,50,-10.32166556292985
22,51,-10.254729665578266
22,52,-10.286304009561302
22,53,10.287521386832795
22,54,-10.286970191742677
22,55,-10.280265776752744
22,56,10.268773464550973
22,57,10.26500311965948
22,58,10.276175604147891
22,59,10.258329709519746
22,60,-10.25545200374894
22,61,10.252417689861648
22,62,10.236848040272905
22,63,10.263885508034384
22,64,10.276071789766116
22,65,-10.267456413509898
22,66,10.294120179904874
22,67,-10.266923348740354
22,68,10.281239596607904
22,69,-10.260667453031491
22,70,-10.29873652485253
22,71,-10.316807348684573
22,72,-10.299140972664762
22,73,10.2803666446296
22,74,10.275876964420547
22,75,-10.277523541825417
22,76,-10.270910289040692
22,77,-10.261365166332263
22,78,10.28697247115236
22,79,-10.300064056667214
22,80,-10.287319202905886
22,81,-10.305957832014423
22,82,10.318593649411383
22,83,10.265057273974199
22,84,10.256279493869158
22,85,-10.300588428525552
22,86,-10.285596059892212
22,87,10.271208787076448
22,88,-10.274310752019089
22,89,-10.244644560379076
22,90,-10.271577957355348
22,91,10.206260655413457
22,92,-10.298022434861489
22,93,-10.262710315639186
22,94,-10.288380506808048
22,95,10.291627496562912
22,96,-10.249685448626872
22,97,-10.289921559396442
22,98,-10.263911252197214
22,99,-10.23878152532594
23,0,10.455627352514801
23,1,-10.416554710030082
23,2,10.4413919594539
23,3,10.44553687406533
23,4,-10.418590121439772
23,5,10.43148174065779
23,6,10.448909272702549
23,7,-10.424768916710194
23,8,-10.44528623673063
23,9,10.433479396850347
23,10,10.460299768249408
23,11,-10.431233161309956
23,12,10.434885944864769
23,13,-10.453692349853734
23,14,-10.450257142972903
23,15,10.408638531668606
